instance_id,page,sequence,place_name_in_text,place,place_id,latitude,longitude,special,note,flagged,added,added_by,space,time,order,zoom
6018,197,9,Down there Emmet was hanged,"Saint Catherine's Church, Dublin",1742,53.342915,-6.28116,kernan,,,2016-12-02,Moacir,1,15'29'20,159,
6019,197,10,saint Michan's,"Saint Michan's Graveyard, Dublin",1743,53.347469,-6.276234,kernan,,,2016-12-02,Moacir,0,15'29'30,160,16
6020,197,11,Glasnevin,"Glasnevin Cemetery, Dublin",1703,53.3695621,-6.2768536,kernan,,,2016-12-02,Moacir,0,15'29'40,161,13
6021,198,1,Watling street,"Watling St, Ushers, Dublin, Ireland",1744,53.3450966,-6.284776,kernan,,,2016-12-02,Moacir,1,15'30'00,162,
6022,198,2,Guinness's visitor's waitingroom,Guinness visitor's waiting room,1745,53.343630986,-6.2846973538,kernan,,,2016-12-02,Moacir,1,15'30'00,163,
6023,198,3,Dublin Distillers Company's stores,"32 Watling St, Ushers, Dublin, Ireland",1746,53.3451970457,-6.2845337391,kernan,,,2016-12-02,Moacir,1,15'30'20,164,
6024,198,4,Tipperary,County Tipperary,1747,52.66667,-7.83333,kernan,,,2016-12-02,Moacir,0,15'30'30,165,8
6025,198,5,John Henry Menton's office,"27 Bachelors Walk, North City, Dublin, Ireland",1748,53.3472579,-6.2604946,denis breen,,,2016-12-02,Moacir,0,15'30'50,166,16
6026,198,6,O'Connell bridge,"O'Connell Bridge, Dublin, Ireland",1722,53.3472403,-6.2592059,denis breen,,,2016-12-02,Moacir,1,15'31'00,167,
6027,198,7,office of Messrs Collis and Ward,"31 Dame St, Dublin, Ireland",1749,53.344198,-6.2635201,denis breen,,,2016-12-02,Moacir,0,15'31'10,168,16
6028,198,8,Island street,"Island St, Ushers, Dublin, Ireland",1750,53.34563,-6.28257,kernan,,,2016-12-02,Moacir,1,15'31'20,169,
6029,198,9,Daly's,"3 College Green, Dublin 2, D02 XH97, Ireland",1751,53.3444416,-6.2614558,kernan,,,2016-12-02,Moacir,0,15'31'30,170,16
6030,198,10,Somewhere here,"Watling St, Ushers, Dublin, Ireland",1744,53.3450966,-6.284776,kernan,,,2016-12-02,Moacir,1,15'31'35,171,
6031,198,11,Moira house,"Moira House, Dublin",1752,53.346149,-6.281837,kernan,,,2016-12-02,Moacir,0,15'31'40,172,16
6032,198,12,Ross,"New Ross, Ireland",1753,52.39667,-6.93667,kernan,,,2016-12-02,Moacir,0,15'31'50,173,14
6033,198,13,Pembroke quay,"Pembroke Quay, Dublin, Ireland",1754,53.34693,-6.283238,viceregal cavalcade,,,2016-12-02,Moacir,1,15'32'00,174,
6034,198,14,the webbed window,"57 Fleet St, Dublin 2, D02 A375, Ireland",1755,53.345600561,-6.2616679072,stephen,,,2016-12-02,Moacir,1,15'30'00,175,
6035,199,1,Irishtown,"Irishtown, Dublin",1756,53.33806,-6.215,two old women,,,2016-12-02,Moacir,0,15'31'05,176,13
6036,199,2,London bridge road,"Londonbridge Road, Dublin, Ireland",1757,53.3378075,-6.2245939,two old women,,,2016-12-02,Moacir,1,15'31'30,177,
6037,199,3,the powerhouse,"49 Fleet St, Dublin 2, D02 XW26, Ireland",1758,53.3456293834,-6.2611475587,stephen,,,2016-12-02,Moacir,1,15'32'00,178,
6038,199,4,Bedford row,"Bedford Row, Dublin, Ireland",1759,53.345771,-6.261863,stephen,,,2016-12-02,Moacir,1,15'32'30,179,
6039,199,5,Clohissey's,"10 Bedford Row, Dublin, Ireland",1760,53.346071324,-6.2619683146,stephen,,,2016-12-02,Moacir,1,15'33'00,180,
6040,199,6,Ars,"Ars-sur-Formans, France",1761,45.99418,4.82313,stephen,,,2016-12-02,Moacir,0,15'33'30,181,11
6041,199,7,Killarney,Cill Airne,1762,52.05,-9.51667,stephen,,,2016-12-02,Moacir,0,15'34'00,182,10
6042,199,8,Donnycarney,"Donnycarney, Co. Dublin, Ireland",1763,53.3754142,-6.2187686,conmee,,,2016-12-02,Moacir,0,15'34'30,183,13
6043,200,1,Paris,"Paris, France",330,48.85341,2.3488,stephen,,,2016-12-02,Moacir,0,15'35'05,184,10
6044,200,2,Reddy and Daughter's,"19 Ormond Quay Lower, North City, Dublin, Ireland",1764,53.3463627461,-6.2656027079,cowley,,,2016-12-02,Moacir,1,15'28'00,185,
6045,200,3,the quay,"Ormond Quay Lower, North City, Dublin, Ireland",1765,53.3462572,-6.2654129,cowley,,,2016-12-02,Moacir,1,15'28'20,186,
6046,200,4,metal bridge,"Ha'penny Bridge, Dublin, Ireland",1716,53.3463961,-6.2631561,cowley,,,2016-12-02,Moacir,1,15'28'40,187,
6047,201,1,the quay,"Ormond Quay Lower, North City, Dublin, Ireland",1765,53.3462572,-6.2654129,dollard,,,2016-12-02,Moacir,1,15'29'00,188,
6048,201,2,metal bridge,"Ha'penny Bridge, Dublin, Ireland",1716,53.3463961,-6.2631561,dollard,,,2016-12-02,Moacir,0,15'29'35,189,14
6049,201,3,Kildare street club,"17 St Stephen's Green, Dublin 2, D02 ND68, Ireland",1739,53.3394379,-6.2579544,cboftfarrell,,,2016-12-02,Moacir,1,15'30'00,190,
6050,201,4,the old chapterhouse of saint Mary's abbey,"Chapter House of St. Mary's Abbey, Dublin",1668,53.3475476286,-6.2693738937,hugh love,,,2016-12-02,Moacir,0,15'30'25,191,16
6051,201,5,James and Charles Kennedy's,"150 151 Capel St, Dublin, Ireland",1766,53.3472017744,-6.2684780359,hugh love,,,2016-12-02,Moacir,1,15'30'40,192,
6052,201,6,Tholsel,"Tholsel, Dublin",1767,53.3427662658,-6.2714646757,hugh love,,,2016-12-02,Moacir,0,15'31'00,193,16
6053,201,7,ford of hurdles,"Mellows Bridge, Dublin, Ireland",1768,53.346391,-6.280437,hugh love,,,2016-12-02,Moacir,0,15'31'20,194,14
6054,201,8,the subsheriff's office,"30 Ormond Quay Upper, Inns Quay, Dublin, Ireland",1769,53.3456367,-6.2710017,dollard,,,2016-12-02,Moacir,0,15'32'00,195,16
6055,201,9,Bodega,"Commercial Buildings, Dublin, Ireland",1770,53.344424,-6.262495,dollard,,,2016-12-02,Moacir,0,15'32'30,196,16
6056,202,1,29 Windsor Avenue,"29 Windsor Ave, Fionnradharc, Dublin 3, D03 R6H3",1771,53.3645366,-6.2379242,dollard,,,2016-12-02,Moacir,0,15'33'05,197,16
6057,202,2,Castleyard gate,"Castleyard Gate, Dublin, Ireland",1772,53.343319,-6.267964,cunningham,,,2016-12-02,Moacir,1,15'36'00,198,
6058,202,3,Lord Edward street,"Lord Edward St, Dublin, Co. Dublin City, Ireland",1773,53.3438872,-6.2686199,cunningham,,,2016-12-02,Moacir,1,15'36'05,199,
6059,202,4,Ormond hotel,"8 Ormond Quay Upper, North City, Dublin",1690,53.346068,-6.269139,miss kennedy miss douce,,,2016-12-02,Moacir,1,15'36'10,200,
6060,202,5,Cork hill,"Cork Hill, Dublin, Ireland",1774,53.3438351,-6.267562,nolan,,,2016-12-02,Moacir,1,15'36'15,201,
6061,202,6,City hall,Dublin City Hall,1775,53.344,-6.26725,nannetti,,,2016-12-02,Moacir,1,15'36'20,202,
6062,202,7,upper Exchange street,"Exchange Street Upper, Dublin, Ireland",1776,53.3445204,-6.2680507,castle car,,,2016-12-02,Moacir,1,15'36'30,203,
6063,202,8,Mail office,"37 Parliament St, Dublin 2, D02 NY92, Ireland",1778,53.344235,-6.267421,nolan,,,2016-12-02,Moacir,1,15'36'35,204,
6064,202,9,Parliament street,"Parliament St, Dublin, Ireland",1777,53.3447318,-6.2674052,cunningham,,,2016-12-02,Moacir,1,15'36'40,205,
6065,202,10,Kavanagh's,"27 Parliament St, Dublin 2, D02 DP90, Ireland",1779,53.344855,-6.267602,jimmy henry,,,2016-12-02,Moacir,0,15'36'50,206,16
6066,202,11,la maison Claire,"4 Grafton Street, Dublin 2, D02 YY07, Ireland",1780,53.342888,-6.259377,boylan,,,2016-12-02,Moacir,1,15'37'00,207,
6067,202,12,the liberties,"The Liberties, Dublin, Ireland",1781,53.33995,-6.277318,bobdoran,,,2016-12-02,Moacir,0,15'37'10,208,13
6068,202,13,Micky Anderson's watches,"30 Parliament St, Dublin 2, D02 DP90, Ireland",1782,53.3446269938,-6.2675526738,cunningham,,,2016-12-02,Moacir,1,15'37'40,209,
6069,203,1,James Kavanaugh's winerooms,"27 Parliament St, Dublin 2, D02 DP90, Ireland",1779,53.344855,-6.267602,cunningham,,,2016-12-03,Moacir,0,15'38'00,210,16
6070,203,2,Essex gate,"Essex Gate, Dublin, Ireland",1783,53.3448909,-6.2677366,cunningham,,,2016-12-03,Moacir,1,15'38'30,211,
6071,203,3,Llandudno,Llandudno,1784,53.32498,-3.83148,jimmy henry,,,2016-12-03,Moacir,0,15'39'00,212,10
6072,203,4,Menton's office,"27 Bachelors Walk, North City, Dublin, Ireland",1748,53.3472579,-6.2604946,cunningham,,,2016-12-03,Moacir,0,15'39'30,213,16
6073,204,1,Parliament street,"Parliament St, Dublin, Ireland",1777,53.3447318,-6.2674052,nolan,,,2016-12-03,Moacir,1,15'40'00,214,
6178,204,2,Ireland,Ireland,42,53,-8,nolan,,,2016-12-07,Moacir,0,15'40'35,215,4
6074,204,3,Panama,Republic of Panama,1785,9,-80,buck,,,2016-12-04,Moacir,0,15'23'00,216,5
6075,204,4,D. B. C.,"33 Dame St, Dublin, Ireland",1786,53.344046,-6.263309,buck,,,2016-12-04,Moacir,1,15'23'30,217,
6076,204,5,14 Nelson st,"14 Nelson St, Phibsborough, Dublin 7, D07 X4P6",1787,53.3578823,-6.2672884,onelegged sailor,,,2016-12-04,Moacir,1,15'25'00,218,
6179,204,6,England,England,320,51.5,-0.116667,onelegged sailor,,,2016-12-07,Moacir,0,15'25'15,219,4
6077,205,1,Vienna,"Vienna, Austria",331,48.20849,16.37208,haines,,,2016-12-04,Moacir,0,15'26'05,220,9
6078,205,2,new Wapping street,"New Wapping St, North Dock, Dublin, Ireland",1788,53.3486882,-6.2353115,throwaway,,,2016-12-04,Moacir,1,15'31'00,221,
6079,205,3,Benson's ferry,"Benson's Ferry, Dublin",1789,53.34569,-6.233076,throwaway,,,2016-12-04,Moacir,1,15'31'10,222,
6080,205,4,Bridgewater,"Bridgwater, United Kingdom",1791,51.12837,-3.00356,rosevean,,,2016-12-04,Moacir,0,15'31'25,223,10
6081,205,5,Holles street,"Holles St, Dublin, Ireland",1792,53.3403849,-6.2461157,artifoni,,,2016-12-04,Moacir,1,15'35'00,224,
6082,205,6,Sewell's yard,"60 Mount Street Lower, Grand Canal Dock, Dublin",1793,53.339573,-6.24591,artifoni,,,2016-12-04,Moacir,1,15'35'30,225,
6083,205,7,Mr Law Smith's house,"14 Clare St, Dublin, Ireland",1794,53.341378,-6.250926,cboftfarrell,,,2016-12-04,Moacir,1,15'35'40,226,
6084,205,8,Merrion Square,Merrion Square,319,53.33979,-6.24916,cboftfarrell,,,2016-12-04,Moacir,1,15'36'00,227,
6085,205,9,College park,"College Park, Dublin, Ireland",1725,53.3430192784,-6.2543213367,blind stripling,,,2016-12-04,Moacir,1,15'36'10,228,
6086,205,10,Mr Lewis Wener's cheerful windows,"31 Merrion Square N, Dublin, Ireland",1795,53.339923,-6.246814,cboftfarrell,,,2016-12-04,Moacir,1,15'36'30,229,
6087,205,11,Merrion Square,Merrion Square,319,53.33979,-6.24916,cboftfarrell,,,2016-12-04,Moacir,1,15'37'00,230,
6088,205,12,Wilde's house,"1 Merrion Square N, Dublin, Ireland",1796,53.34119,-6.250429,cboftfarrell,,,2016-12-04,Moacir,1,15'37'30,231,
6089,205,13,Merrion hall,"Davenport Hotel, Dublin",1797,53.341621,-6.249842,cboftfarrell,"NB that this is identified as ""Metropolitan Hall,"" which is on the other side of the Liffey.",,2016-12-04,Moacir,1,15'37'40,232,
6090,205,14,duke's lawn,"Leinster House, Dublin",50,53.3406,-6.25417,cboftfarrell,,,2016-12-04,Moacir,1,15'37'50,233,
6091,205,15,Clare street,"Clare St, Dublin, Ireland",1798,53.341483,-6.2516757,cboftfarrell,,,2016-12-04,Moacir,1,15'38'00,234,
6092,205,16,Mr Bloom's dental windows,"2 Clare St, Dublin, Ireland",1799,53.341756,-6.252056,cboftfarrell,,,2016-12-04,Moacir,1,15'38'10,235,
6093,206,1,Ruggy O'Donohoe's,"23 Wicklow St, Dublin 2, D02 VH59, Ireland",1800,53.343103,-6.261908,master dignam,,,2016-12-04,Moacir,1,15'17'00,236,
6094,206,2,Mangan's,"1 William St S, Dublin 2, D02 K339, Ireland",1718,53.3429377,-6.2622044,master dignam,,,2016-12-04,Moacir,1,15'17'20,237,
6173,206,3,late Fehrenbach's,"1 William St S, Dublin 2, D02 K339, Ireland",1718,53.3429377,-6.2622044,master dignam,,,2016-12-05,Moacir,1,15'17'30,238,
6095,206,4,Wicklow street,"Wicklow St, Dublin, Ireland",1801,53.3428719,-6.2606515,master dignam,,,2016-12-04,Moacir,1,15'18'00,239,
6096,206,5,Tunney's,"8 Bridge St, Dublin, Ireland",1802,53.3417507,-6.2278866,uncle barney,,,2016-12-04,Moacir,0,15'19'00,240,16
6097,206,6,Wicklow lane,"Wicklow Lane, Dublin, Ireland",1803,53.342861,-6.26123,master dignam,,,2016-12-04,Moacir,1,15'20'00,241,
6098,206,7,Madame Doyle,"33 Wicklow St, Dublin 2, D02 FF63, Ireland",1804,53.342896,-6.2610423,master dignam,,,2016-12-04,Moacir,1,15'21'00,242,
6099,206,8,Dublin,Dublin,27,53.33306,-6.24889,master dignam,,,2016-12-04,Moacir,0,15'22'00,243,10
6100,206,9,Portobello,"Portobello, Dublin, Ireland",1805,53.3323774,-6.2701596,master dignam,,,2016-12-04,Moacir,0,15'22'50,244,11
6101,206,10,Grafton street,"Grafton Street, Dublin, Co. Dublin City, Ireland",1806,53.3422998,-6.2597468,master dignam,,,2016-12-04,Moacir,1,15'37'00,245,
6102,206,11,Sandymount,Sandymount,29,53.335,-6.21139,master dignam,,,2016-12-04,Moacir,0,15'38'05,246,13
6103,206,12,Nassau street,"Nassau St, Dublin, Co. Dublin City, Ireland",1807,53.3426943,-6.2568241,master dignam,,,2016-12-04,Moacir,1,15'39'00,247,
6104,207,1,Tunney's,"8 Bridge St, Dublin, Ireland",1802,53.3417507,-6.2278866,master dignam,,,2016-12-04,Moacir,0,15'40'00,248,16
6105,207,2,Dudley,"Dudley Castle, United Kingdom",1808,52.51418,-2.07952,william humble,,,2016-12-04,Moacir,0,15'14'00,249,14
6106,207,3,Dudley,"Dudley Castle, United Kingdom",1808,52.51418,-2.07952,lady dudley,,,2016-12-04,Moacir,0,15'14'15,250,14
6107,207,4,viceregal lodge,"�ras an Uachtar�in, Phoenix Park, Dublin, Ireland",1809,53.3603656,-6.3184436,viceregal cavalcade,,,2016-12-04,Moacir,1,15'14'20,251,
6108,207,5,lower gate of Phoenix park,"Phoenix Park Gate, Dublin, Ireland",1714,53.348413,-6.296931,viceregal cavalcade,,,2016-12-04,Moacir,1,15'26'00,252,
6109,207,6,Kingsbridge,"Sean Heuston Bridge, Arran Quay, Dublin, Ireland",1810,53.3474107,-6.2918096,viceregal cavalcade,,,2016-12-04,Moacir,1,15'28'00,253,
6110,207,7,northern quays,"Northern quays, Dublin",1811,53.34569,-6.275601,viceregal cavalcade,,,2016-12-04,Moacir,1,15'29'00,254,
6111,207,8,Bloody bridge,"Rory O'More Bridge, Dublin, Ireland",1812,53.346769,-6.284052,kernan,,,2016-12-04,Moacir,1,15'32'00,255,
6112,207,9,Queen's,"Mellows Bridge, Dublin, Ireland",1768,53.346391,-6.280437,viceregal cavalcade,,,2016-12-04,Moacir,1,15'32'30,256,
6113,207,10,Whitworth,"Fr. Mathew Bridge, Dublin, Ireland",1813,53.3455779,-6.2757521,viceregal cavalcade,,,2016-12-04,Moacir,1,15'32'40,257,
6174,207,11,Dudley,"Dudley Castle, United Kingdom",1808,52.51418,-2.07952,viceregal cavalcade,,,2016-12-05,Moacir,0,15'33'00,258,14
6114,207,12,Arran quay,"Arran Quay, Dublin, Ireland",1814,53.346176,-6.277906,dudley white,,,2016-12-04,Moacir,1,15'34'00,259,
6115,207,13,"Mrs M. E. White's, the pawnbroker's","32 Arran Quay, Dublin, Ireland",1815,53.3464876407,-6.2790969014,dudley white,,,2016-12-04,Moacir,1,15'34'20,260,
6116,207,14,Arran street west,"Arran St W, Dublin, Co. Dublin City, Ireland",1816,53.346607,-6.2789,dudley white,,,2016-12-04,Moacir,1,15'34'40,261,
6117,207,15,Phibsborough,Phibsborough,1817,53.35834,-6.28366,dudley white,,,2016-12-04,Moacir,0,15'35'00,262,11
6118,207,16,Smithfield,"Smithfield, Dublin",1818,53.3485,-6.27268,dudley white,,,2016-12-04,Moacir,0,15'35'20,263,14
6119,207,17,Constitution hill,"Constitution Hill, Dublin, Ireland",1819,53.35294,-6.27309,dudley white,,,2016-12-04,Moacir,0,15'35'40,264,13
6120,207,18,Broadstone terminus,"Broadstone Depot, Phibsborough Rd, Dublin",1820,53.3550554,-6.2745286,dudley white,,,2016-12-04,Moacir,0,15'36'00,265,16
6121,207,19,Four Courts,"Four Courts, Inns Quay, Smithfield, Dublin",1704,53.345933,-6.273477,richie goulding,,,2016-12-04,Moacir,1,15'36'20,266,
6122,207,20,Richmond bridge,"O'Donovan Rossa Bridge, Dublin, Ireland",1821,53.345259,-6.272166,elderly female with false teeth,,,2016-12-04,Moacir,0,15'36'40,267,14
6123,207,21,office of Reuben J Dodd,"34 Ormond Quay Upper, Inns Quay, Dublin, Ireland",1822,53.3457286603,-6.2713721395,elderly female with false teeth,,,2016-12-04,Moacir,1,15'36'50,268,
6124,207,22,King's windows,"36 Ormond Quay Upper, Inns Quay, Dublin, Ireland",1823,53.3456870281,-6.2716671824,elderly female with false teeth,,,2016-12-04,Moacir,1,15'37'00,269,
6125,207,23,Wood quay,"Wood Quay, Dublin, Ireland",1824,53.345044,-6.271037,poddle river,,,2016-12-04,Moacir,1,15'37'20,270,
6126,207,24,Tom Devan's office,"15 Wood Quay, Dublin",1825,53.344963,-6.270811,poddle river,,,2016-12-04,Moacir,1,15'37'40,271,
6127,207,25,Ormond hotel,"8 Ormond Quay Upper, North City, Dublin",1690,53.346068,-6.269139,miss kennedy miss douce,,,2016-12-04,Moacir,1,15'38'00,272,
6128,207,26,Ormond quay,"Ormond Quay Upper, Dublin, Ireland",1826,53.3458,-6.26979,dedalus,,,2016-12-04,Moacir,1,15'38'10,273,
6129,207,27,the greenhouse,"Public urinal on Ormond Quay Upper, Dublin",1827,53.3459816552,-6.2681856751,dedalus,,,2016-12-04,Moacir,0,15'38'20,274,16
6130,207,28,the subsheriff's office,"30 Ormond Quay Upper, Inns Quay, Dublin, Ireland",1769,53.3456367,-6.2710017,dedalus,,,2016-12-04,Moacir,0,15'38'30,275,16
6131,207,29,Cahill's corner,"35 Great Strand St, Dublin, Ireland",1828,53.3465548914,-6.2679415941,hugh love,,,2016-12-04,Moacir,1,15'38'40,276,
6132,208,1,Grattan bridge,"Grattan Bridge, Dublin, Ireland",1829,53.3454792,-6.2676894,lenehan,,,2016-12-04,Moacir,1,15'39'00,277,
6133,208,2,Roger Greene's office,"11 Wellington Quay, Dublin, Ireland",1830,53.3455207,-6.2663427,gerty,,,2016-12-04,Moacir,1,15'39'20,278,
6134,208,3,Dollard's,"2 Wellington Quay, Dublin, Ireland",1831,53.345313,-6.267331,gerty,,,2016-12-04,Moacir,1,15'39'40,279,
6135,208,4,Lundy Foot's,"26 Parliament St, Dublin, Ireland",1832,53.34499,-6.267693,nolan,,,2016-12-04,Moacir,1,15'40'00,280,
6136,208,5,Kavanaugh's winerooms,"27 Parliament St, Dublin 2, D02 DP90, Ireland",1779,53.344855,-6.267602,nolan,,,2016-12-04,Moacir,1,15'40'10,281,
6137,208,6,Ireland,Ireland,42,53,-8,nolan,,,2016-12-04,Moacir,0,15'40'20,282,4
6138,208,7,Dudley,"Dudley Castle, United Kingdom",1808,52.51418,-2.07952,william humble,,,2016-12-04,Moacir,0,15'40'30,283,14
6139,208,8,Micky Anderson's alltimesticking watches,"30 Parliament St, Dublin 2, D02 DP90, Ireland",1782,53.3446269938,-6.2675526738,william humble,,,2016-12-04,Moacir,1,15'40'40,284,
6140,208,9,Henry and James's,"1 Parliament St, Dublin 2, D02 AN28, Ireland",1833,53.3442484,-6.2671121,william humble,,,2016-12-04,Moacir,1,15'40'50,285,
6141,208,10,Dame gate,"Dame Gate, Dublin, Ireland",1834,53.344127,-6.266969,tom,,,2016-12-04,Moacir,1,15'41'00,286,
6142,208,11,Dudley,"Dudley Castle, United Kingdom",1808,52.51418,-2.07952,tom,,,2016-12-04,Moacir,0,15'41'20,287,14
6143,208,12,Dudley,"Dudley Castle, United Kingdom",1808,52.51418,-2.07952,marie kendall,,,2016-12-04,Moacir,0,15'41'30,288,14
6144,208,13,D. B. C.,"33 Dame St, Dublin, Ireland",1786,53.344046,-6.263309,buck,,,2016-12-04,Moacir,1,15'41'40,289,
6145,208,14,Fownes's street,"Fownes Street Upper, Dublin, Ireland",1835,53.3447462,-6.2633617,dilly,,,2016-12-04,Moacir,1,15'42'00,290,
6146,208,15,Commercial Buildings,"Commercial Buildings, Dublin, Ireland",1770,53.344424,-6.262495,john henry menton,,,2016-12-04,Moacir,1,15'42'30,291,
6147,208,16,King Billy's horse,"King William III statue, Dublin, Ireland",1836,53.344343,-6.261004,mrs breen,,,2016-12-04,Moacir,1,15'43'00,292,
6148,208,17,Ponsonby's corner,"116 Grafton Street, Dublin 2, D02 RR59, Ireland",1837,53.3439853,-6.2593899,helys,,,2016-12-04,Moacir,1,15'44'00,293,
6149,208,18,Piggot's music warerooms,"112 Grafton Street, Dublin 2, D02 XK16, Ireland",1838,53.3436901,-6.2594576,maginni,,,2016-12-04,Moacir,1,15'44'20,294,
6150,208,19,the provost's wall,"Provost's Wall, Trinity College, Dublin",1839,53.343211,-6.258835,boylan,,,2016-12-04,Moacir,1,15'44'40,295,
6151,208,20,Yorkshire,Yorkshire,986,53.7,-1.58333,boylan,,,2016-12-04,Moacir,0,15'45'00,296,6
6152,208,21,Nassau street,"Nassau St, Dublin, Co. Dublin City, Ireland",1807,53.3426943,-6.2568241,viceregal cavalcade,,,2016-12-04,Moacir,1,15'46'00,297,
6153,209,1,College park,"College Park, Dublin, Ireland",1725,53.3430192784,-6.2543213367,musical programme,,,2016-12-04,Moacir,1,15'46'10,298,
6154,209,2,Yorkshire,Yorkshire,986,53.7,-1.58333,soldiers,,,2016-12-04,Moacir,0,15'46'30,299,6
6155,209,3,Yorkshire,Yorkshire,986,53.7,-1.58333,soldiers,,,2016-12-04,Moacir,0,15'46'40,300,6
6156,209,4,Finn's hotel,"1 Leinster St S, Dublin 2, Ireland",1840,53.3419761,-6.2528319,cboftfarrell,,,2016-12-04,Moacir,1,15'48'00,301,
6157,209,5,Austro-Hungarian viceconsulate,"19 Nassau St, Dublin, Ireland",1841,53.3425132518,-6.2567085028,cboftfarrell,,,2016-12-04,Moacir,1,15'48'20,302,
6158,209,6,Leinster street,Leinster Street South,61,53.3419623806,-6.2535327673,hornblower,,,2016-12-04,Moacir,1,15'49'00,303,
6159,209,7,Trinity's postern,"South gate of Trinity College, Dublin",1842,53.3422586349,-6.2515600026,hornblower,,,2016-12-04,Moacir,1,15'49'00,304,
6160,209,8,Merrion square,Merrion Square,319,53.33979,-6.24916,viceregal cavalcade,,,2016-12-04,Moacir,1,15'50'00,305,
6161,209,9,Mirus bazaar,Royal Dublin Society,1854,53.327957,-6.228715,viceregal cavalcade,,,2016-12-04,Moacir,0,15'50'30,306,16
6162,209,10,Mercer's hospital,"Mercer's Medical Centre, Dublin",1844,53.340597,-6.26367,viceregal cavalcade,,,2016-12-04,Moacir,0,15'51'00,307,16
6163,209,11,Lower Mount street,"Mount Street Lower, Grand Canal Dock, Dublin",1845,53.3385731,-6.2433888,viceregal cavalcade,,,2016-12-04,Moacir,1,15'52'00,308,
6164,209,12,Broadbent's,"1 Mount Street Lower, Grand Canal Dock, Dublin",1846,53.339357,-6.246046,viceregal cavalcade,,,2016-12-04,Moacir,1,15'52'30,309,
6165,209,13,Lower Mount street,"Mount Street Lower, Grand Canal Dock, Dublin",1845,53.3385731,-6.2433888,macintosh,,,2016-12-04,Moacir,1,15'53'00,310,
6166,209,14,Royal Canal bridge,"McKenny's Bridge, Dublin, Ireland",1847,53.337551,-6.240352,eugene stratton,"error, as they are crossing the Grand Canal, not the Royal Canal",,2016-12-04,Moacir,1,15'54'00,311,
6167,209,15,Pembroke township,"Pembroke, Dublin",1848,53.329035,-6.23183,eugene stratton,,,2016-12-04,Moacir,1,15'54'10,312,
6168,209,16,Haddington road corner,"Haddington Rd, Dublin, Co. Dublin, Ireland",1849,53.33615,-6.238047,two old women,,,2016-12-04,Moacir,1,15'55'00,313,
6169,209,17,Northumberland and Landsdowne roads,"corner of Northumberland and Landsdowne, Dublin",1850,53.332296,-6.235351,viceregal cavalcade,"The cavalcade doesn't turn onto Landsdowne, since it passes Artifoni, who catches a Dalkey tram presumably on Pembroke Road.",,2016-12-04,Moacir,1,15'57'00,314,
6170,209,18,the house said to have been admired,"Pembroke Rd, Dublin, Ireland",1851,53.3321433,-6.2362752,viceregal cavalcade,,,2016-12-04,Moacir,1,15'57'30,315,
